2.437499999999991118e+00,3.750000000000003331e-02,5.218750000000018652e-01,1.812499999999999667e-01,1.268750000000000711e+00,4.624999999999980793e-01,1.312500000000008660e-01,7.812500000000019984e-01,1.593750000000002109e-01,3.156250000000017097e-01,6.875000000000036637e-02,4.781249999999991895e-01
6.916666666666660968e-01,1.875000000000000555e-01,8.833333333333344140e-01,9.166666666666642427e-02,5.999999999999974243e-01,2.291666666666631880e-01,1.183333333333332460e+00,2.125000000000000888e+00,9.166666666666695162e-02,1.212499999999999689e+00,1.000000000000003247e-01,1.237499999999998934e+00
6.650246305418719972e-01,1.625615763546798542e-01,1.926108374384238209e+00,1.182266009852217803e-01,9.753694581280789588e-01,2.014778325123147695e+00,8.374384236453141783e-02,1.709359605911331403e+00,2.463054187192119659e-01,4.039408866995061187e-01,5.911330049261118158e-02,1.492610837438424820e+00
7.731958762886601555e-01,7.731958762886601000e-02,2.211340206185568924e+00,1.185567010309276498e-01,2.731958762886590453e-01,1.958762886597910091e-01,4.278350515463917869e-01,2.778350515463920978e+00,1.546391752577344625e-02,5.103092783505153163e-01,8.762886597938174260e-02,2.278350515463912984e+00
1.965517241379310720e+00,1.954022988505747516e-01,1.994252873563219897e+00,1.551724137931036474e-01,1.333333333333333481e+00,3.390804597701140843e-01,1.477011494252872703e+00,2.505747126436783212e+00,1.091954022988507883e-01,1.994252873563219453e+00,9.195402298850605116e-02,2.166666666666662966e+00
2.867052023121380078e+00,5.202312138728326651e-02,3.699421965317937211e-01,7.514450867051997163e-02,2.271676300578036489e+00,2.543352601156054771e-01,1.849710982658950842e-01,2.485549132947979079e+00,3.468208092485575156e-02,1.387283236994201197e-01,1.329479768786130667e-01,3.236994219653189786e-01
3.850931677018556432e-01,3.167701863354037695e-01,4.099378881987597589e-01,2.577639751552792680e-01,4.937888198757773850e-01,3.850931677018608612e-01,2.484472049689431528e-01,5.031055900621159704e-01,2.919254658385096457e-01,4.503105590062106423e-01,3.602484472049692910e-01,2.204968944099339190e-01
2.106508875739644182e+00,2.189349112426036137e-01,1.994082840236687915e+00,3.076923076923078204e-01,1.011834319526627279e+00,2.603550295857971486e-01,7.988165680473364727e-01,7.810650887573953316e-01,3.491124260355031872e-01,1.349112426035503631e+00,7.692307692307723266e-02,1.834319526627218533e+00
1.974874371859295152e+00,7.537688442211060158e-02,3.015075376884441827e-01,7.035175879396943222e-02,5.628140703517569010e-01,1.869346733668336924e+00,6.532663316582876245e-02,7.839195979899482580e-01,2.160804020100502709e-01,1.844221105527640514e+00,3.768844221105531189e-01,4.221105527638198129e-01
2.423999999999992827e+00,3.600000000000003197e-02,1.412000000000001476e+00,8.799999999999977285e-02,1.840000000000000746e+00,1.167999999999998151e+00,1.040000000000002589e-01,2.244000000000003325e+00,1.600000000000026401e-02,4.439999999999986180e-01,2.800000000000035794e-02,1.392000000000001236e+00
4.253521126760487769e-01,1.718309859154930064e-01,1.464788732394367798e+00,9.859154929577493287e-02,1.887323943662010395e-01,2.084507042253478382e-01,2.929577464788724606e-01,1.292957746478874625e+00,5.633802816901437027e-02,3.014084507042277261e-01,1.211267605633805783e-01,1.230985915492958993e+00
2.152727272727267049e+00,1.927272727272727748e-01,1.810909090909092578e+00,1.963636363636362958e-01,2.272727272727276926e+00,2.305454545454539872e+00,2.690909090909084922e-01,2.265454545454548274e+00,2.836363636363636864e-01,1.636363636363638019e+00,2.872727272727275682e-01,1.269090909090909491e+00
1.350393700787401841e+00,1.692913385826771977e-01,1.543307086614174706e+00,1.496062992125982705e-01,1.818897637795276578e+00,1.031496062992123264e+00,1.535433070866135674e-01,8.385826771653533962e-01,1.220472440944883608e-01,2.952755905511804668e-01,6.692913385826806949e-02,8.779527559055119168e-01
9.596273291925470073e-01,2.080745341614907429e-01,4.223602484472070984e-01,1.304347826086952877e-01,1.400621118012420174e+00,5.621118012422359200e-01,1.552795031055906327e-01,2.130434782608698896e+00,3.416149068323010018e-02,4.720496894409930699e-01,2.204968944099381933e-01,4.720496894409935140e-01
5.028248587570607331e-01,5.706214689265537432e-01,2.418079096045199883e+00,9.604519774011294198e-02,9.943502824858755362e-01,7.344632768361269992e-02,1.717514124293782141e+00,1.005649717514125241e+00,1.073446327683617169e-01,1.689265536723162819e+00,1.638418079096048419e-01,3.954802259887006954e-01
1.750000000000000444e+00,7.317073170731711040e-02,5.609756097560986143e-01,1.768292682926828618e-01,1.804878048780484745e+00,3.902439024390245703e-01,1.646341463414629502e-01,2.804878048780496957e-01,6.707317073170713240e-01,2.310975609756100724e+00,7.926829268292714947e-02,8.963414634146343873e-01
4.756756756756735927e-01,6.216216216216217116e-01,1.648648648648649573e+00,5.945945945945907418e-02,1.070270270270270441e+00,2.302702702702697390e+00,6.486486486486414682e-02,8.324324324324308133e-01,2.432432432432433955e-01,1.654054054054053591e+00,4.216216216216219226e-01,2.648648648648659343e-01
8.043478260869568741e-01,1.902173913043478659e-01,9.999999999999995559e-01,1.826086956521733473e+00,1.086956521739143033e-01,8.967391304347828163e-01,1.413043478260859742e-01,1.489130434782608647e+00,6.521739130434762721e-01,3.043478260869544316e-01,1.641304347826082255e+00,1.141304347826082033e-01
1.349206349206349520e+00,3.174603174603177203e-02,9.470899470899483141e-01,4.444444444444454745e-01,1.216931216931224080e-01,1.269841269841240905e-01,1.190476190476191354e+00,4.867724867724879667e-01,1.904761904761904379e-01,1.571428571428568732e+00,5.820105820105855865e-02,6.613756613756603953e-01
2.173913043478243878e-01,7.463768115942028825e-01,8.913043478260871399e-01,3.840579710144928494e-01,1.913043478260868069e+00,2.391304347826076482e-01,5.072463768115944571e-01,2.246376811594206213e-01,1.028985507246374276e+00,1.210144927536233039e+00,7.971014492753655811e-02,1.268115942028984700e+00
